admin@boson:~# echo 1 > /sys/kernel/debug/tracing/events/enable
admin@boson:~# echo 1 > /sys/kernel/debug/tracing/tracing_on
admin@boson:~# 
admin@boson:~# ./fbomb
** 49677 printk messages dropped ** [ 1741.711577] f_booste-2073    1....... 1740852747us : sys_exit: NR 186 = 2073
[ 1741.711593] f_booste-2073    1....1.. 1740852748us : sys_gettid -> 0x819
[ 1741.711610] f_booste-2073    1....... 1740852751us : sys_enter: NR 230 (1, 0, 7fd1a6021f30, 0, 0, 0)
[ 1741.711629] f_booste-2073    1....1.. 1740852752us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a6021f30, rmtp: 0)
[ 1741.711647] f_booste-2073    1....... 1740852753us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.711664] f_booste-2073    1d...1.. 1740852755us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.711680] f_booste-2073    1d...1.. 1740852756us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711697] f_booste-2073    1d...1.. 1740852757us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711717] f_booste-2073    1d...1.. 1740852759us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740416051579 softexpires=1740416001579
[ 1741.711735] f_booste-2073    1d...1.. 1740852760us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711751] f_booste-2073    1d...1.. 1740852761us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711768] f_booste-2073    1d...1.. 1740852762us : write_msr: 6e0, value 22350352fbe
[ 1741.711784] f_booste-2073    1d...1.. 1740852763us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.711801] f_booste-2073    1d...1.. 1740852765us : rcu_utilization: Start context switch
[ 1741.711817] f_booste-2073    1d...1.. 1740852766us : rcu_utilization: End context switch
[ 1741.711833] f_booste-2073    1d...2.. 1740852767us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.711851] f_booste-2073    1d...2.. 1740852770us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=40368 [ns] vruntime=26864210713 [ns]
[ 1741.711868] f_booste-2073    1d...2.. 1740852771us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.711885] f_booste-2073    1d...2.. 1740852773us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.711904] f_booste-2073    1d...2.. 1740852776us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.711921] f_booste-2073    1d...2.. 1740852777us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.711940] f_booste-2073    1d...2.. 1740852779us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: f81e66000e0020 xcomp_bv: ffffffff81c62740
[ 1741.711959] f_booste-2073    1d...2.. 1740852780us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 6765000074725f66 xcomp_bv: 79747465
[ 1741.711977] f_booste-2073    1d...2.. 1740852781us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: c32b00000078 xcomp_bv: 81802010106
[ 1741.711994] f_booste-2073    1d...2.. 1740852782us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.724490] f_booste-2073    1....... 1740856167us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.724507] f_booste-2073    1d...1.. 1740856169us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.724523] f_booste-2073    1d...1.. 1740856170us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.724540] f_booste-2073    1d...1.. 1740856171us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.724560] f_booste-2073    1d...1.. 1740856173us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740419464792 softexpires=1740419414792
[ 1741.724577] f_booste-2073    1d...1.. 1740856174us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.724593] f_booste-2073    1d...1.. 1740856176us : rcu_utilization: Start context switch
[ 1741.724609] f_booste-2073    1d...1.. 1740856177us : rcu_utilization: End context switch
[ 1741.724626] f_booste-2073    1d...2.. 1740856178us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.724644] f_booste-2073    1d...2.. 1740856180us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=35477 [ns] vruntime=26864413921 [ns]
[ 1741.724661] f_booste-2073    1d...2.. 1740856181us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.724677] f_booste-2073    1d...2.. 1740856183us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.724694] f_booste-2073    1d...2.. 1740856185us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.724710] f_booste-2073    1d...2.. 1740856186us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.724727] f_booste-2073    1d...2.. 1740856188us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.724744] f_booste-2073    1d...2.. 1740856189us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.724763] f_booste-2073    1d...2.. 1740856191us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
[ 1741.724780] f_booste-2073    1d...2.. 1740856192us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.724800] f_booste-2073    1d...2.. 1740856194us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: 1952014f800 xcomp_bv: 18
[ 1741.724817]   <idle>-0       1d...2.. 1740856196us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.724833]   <idle>-0       1d...2.. 1740856197us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.724850]   <idle>-0       1d...1.. 1740856199us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.724867]   <idle>-0       1d...1.. 1740856200us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.724883]   <idle>-0       1d...1.. 1740856203us : cpu_idle: state=1 cpu_id=1
[ 1741.724900]   <idle>-0       1d...1.. 1740856639us : cpu_idle: state=4294967295 cpu_id=1
[ 1741.724916]   <idle>-0       1d..h1.. 1740856641us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.724933]   <idle>-0       1d..h1.. 1740856642us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.724950]   <idle>-0       1d..h1.. 1740856644us : local_timer_entry: vector=239
[ 1741.724966]   <idle>-0       1d..h2.. 1740856645us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.724983]   <idle>-0       1d..h2.. 1740856646us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.724999]   <idle>-0       1d..h2.. 1740856647us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.725016]   <idle>-0       1d..h2.. 1740856649us : hrtimer_cancel: hrtimer=ffffc90004f6be30
[ 1741.725033]   <idle>-0       1d..h2.. 1740856651us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.725052]   <idle>-0       1d..h1.. 1740856652us : hrtimer_expire_entry: hrtimer=ffffc90004f6be30 function=hrtimer_wakeup now=1740419290411
[ 1741.725069]   <idle>-0       1d..h2.. 1740856653us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.725087]   <idle>-0       1d..h2.. 1740856654us : sched_waking: comm=f_waker pid=2070 prio=120 target_cpu=001
[ 1741.725103]   <idle>-0       1d..h3.. 1740856656us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.725121]   <idle>-0       1dN.h3.. 1740856660us : sched_wakeup: comm=f_waker pid=2070 prio=120 target_cpu=001
[ 1741.725137]   <idle>-0       1dN.h3.. 1740856661us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.725154]   <idle>-0       1dN.h2.. 1740856662us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.725171]   <idle>-0       1dN.h1.. 1740856663us : hrtimer_expire_exit: hrtimer=ffffc90004f6be30
[ 1741.725187]   <idle>-0       1dN.h2.. 1740856664us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.725204]   <idle>-0       1dN.h2.. 1740856666us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.725221]   <idle>-0       1dN.h1.. 1740856667us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.725237]   <idle>-0       1dN.h1.. 1740856668us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.725254]   <idle>-0       1dN.h1.. 1740856669us : write_msr: 6e0, value 2235079dc1a
[ 1741.725270]   <idle>-0       1dN.h1.. 1740856671us : local_timer_exit: vector=239
[ 1741.725287]   <idle>-0       1dN..1.. 1740856674us : rcu_utilization: Start context switch
[ 1741.725302]   <idle>-0       1dN..1.. 1740856675us : rcu_utilization: End context switch
[ 1741.725319]   <idle>-0       1dN..2.. 1740856676us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.725338]   <idle>-0       1d...2.. 1740856680us : sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.725355]   <idle>-0       1d...2.. 1740856682us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.725374]   <idle>-0       1d...2.. 1740856683us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 38910101ffff0001 xcomp_bv: 6574736f6f625f66
[ 1741.725391]   <idle>-0       1d...2.. 1740856684us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.725408]  f_waker-2070    1d...2.. 1740856686us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.725425]  f_waker-2070    1d...2.. 1740856687us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.725441]  f_waker-2070    1....... 1740856689us : sys_exit: NR 230 = 0
[ 1741.725457]  f_waker-2070    1....1.. 1740856690us : sys_clock_nanosleep -> 0x0
[ 1741.725475]  f_waker-2070    1....... 1740856693us : sys_enter: NR 186 (0, 0, 7fd1a6117d57, 0, 55f32b7890e0, 153f2)
[ 1741.725491]  f_waker-2070    1....1.. 1740856694us : sys_gettid()
[ 1741.725508]  f_waker-2070    1d...... 1740856695us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.725524]  f_waker-2070    1d...... 1740856697us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.725540]  f_waker-2070    1....... 1740856698us : sys_exit: NR 186 = 2070
[ 1741.725556]  f_waker-2070    1....1.. 1740856698us : sys_gettid -> 0x816
[ 1741.725575]  f_waker-2070    1....... 1740856701us : sys_enter: NR 202 (55f32b7890c0, 8c, 1, 7fffffff, 55f32b7890c4, 153f4)
[ 1741.725595]  f_waker-2070    1....1.. 1740856702us : sys_futex(uaddr: 55f32b7890c0, op: 8c, val: 1, utime: 7fffffff, uaddr2: 55f32b7890c4, val3: 153f4)
[ 1741.725613]  f_waker-2070    1d...111 1740856705us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.725630]  f_waker-2070    1d...111 1740856707us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.725647]  f_waker-2070    1d....11 1740856708us : lock_acquire: ffffc90000997108 &futex_queues[i].lock
[ 1741.725664]  f_waker-2070    1d....11 1740856710us : lock_acquire: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.725682]  f_waker-2070    1d...112 1740856711us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.725699]  f_waker-2070    1d...112 1740856712us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.725716]  f_waker-2070    1d....12 1740856714us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.725733]  f_waker-2070    1d....12 1740856716us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.725750]  f_waker-2070    1d....12 1740856717us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.725767]  f_waker-2070    1d....12 1740856718us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.725784]  f_waker-2070    1d....12 1740856719us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.725801]  f_waker-2070    1d....12 1740856722us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.725818]  f_waker-2070    1d...112 1740856723us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.725835]  f_waker-2070    1d...112 1740856724us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.725852]  f_waker-2070    1d...112 1740856726us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.725869]  f_waker-2070    1d...212 1740856728us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.725886]  f_waker-2070    1d...212 1740856729us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.725903]  f_waker-2070    1d...212 1740856730us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.725920]  f_waker-2070    1d...212 1740856732us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.725937]  f_waker-2070    1d...212 1740856732us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.725954]  f_waker-2070    1d...312 1740856734us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.725971]  f_waker-2070    1d...412 1740856736us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.725988]  f_waker-2070    1d...212 1740856737us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.726005]  f_waker-2070    1d...112 1740856738us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.726022]  f_waker-2070    1d...112 1740856739us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.726039]  f_waker-2070    1d...112 1740856740us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.726056]  f_waker-2070    1d....12 1740856741us : lock_release: ffffc90000997108 &futex_queues[i].lock
[ 1741.726073]  f_waker-2070    1d...112 1740856743us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726091]  f_waker-2070    1d...112 1740856744us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726108]  f_waker-2070    1d....11 1740856746us : lock_release: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.726127]  f_waker-2070    1d...111 1740856747us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726144]  f_waker-2070    1d...111 1740856748us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726160]  f_waker-2070    1....... 1740856750us : sys_exit: NR 202 = 1
[ 1741.726176]  f_waker-2070    1....1.. 1740856751us : sys_futex -> 0x1
[ 1741.726195]  f_waker-2070    1....... 1740856754us : sys_enter: NR 186 (8c, 1, 7fd1a61064c9, 55f32b7890c4, 153f4, 55f32b7890c4)
[ 1741.726210]  f_waker-2070    1....1.. 1740856755us : sys_gettid()
[ 1741.726227]  f_waker-2070    1d...... 1740856756us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.726243]  f_waker-2070    1d...... 1740856758us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.726260]  f_waker-2070    1....... 1740856759us : sys_exit: NR 186 = 2070
[ 1741.726276]  f_waker-2070    1....1.. 1740856760us : sys_gettid -> 0x816
[ 1741.726294]  f_waker-2070    1....... 1740856762us : sys_enter: NR 202 (55f32b7890c4, 87, 0, 0, 0, 0)
[ 1741.726313]  f_waker-2070    1....1.. 1740856763us : sys_futex(uaddr: 55f32b7890c4, op: 87, val: 0, utime: 0, uaddr2: 0, val3: 0)
[ 1741.726330]  f_waker-2070    1d...... 1740856764us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.726346]  f_waker-2070    1d...... 1740856765us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.726364]  f_waker-2070    1d...111 1740856767us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726381]  f_waker-2070    1d...111 1740856769us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726399]  f_waker-2070    1d....11 1740856770us : lock_acquire: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.726416]  f_waker-2070    1d...111 1740856771us : lock_acquire: ffff880031b653e8 &(lock)->wait_lock
[ 1741.726433]  f_waker-2070    1d...111 1740856772us : lock_release: ffffc9000099e6c8 &futex_queues[i].lock
[ 1741.726450]  f_waker-2070    1d...211 1740856774us : lock_acquire: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726468]  f_waker-2070    1d...211 1740856775us : lock_release: ffffc9000099e660 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.726485]  f_waker-2070    1d...111 1740856776us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.726502]  f_waker-2070    1d...111 1740856777us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.726519]  f_waker-2070    1d...211 1740856778us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.726536]  f_waker-2070    1d...211 1740856779us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.726553]  f_waker-2070    1d...211 1740856780us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.726570]  f_waker-2070    1d...211 1740856781us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.726587]  f_waker-2070    1d...211 1740856782us : lock_acquire: ffff880035e371d8 &p->pi_lock
[ 1741.726604]  f_waker-2070    1d...311 1740856784us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.726621]  f_waker-2070    1d...411 1740856786us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.726638]  f_waker-2070    1d...311 1740856786us : lock_release: ffff880035e371d8 &p->pi_lock
[ 1741.726655]  f_waker-2070    1d...211 1740856787us : lock_release: ffff880031b653e8 &(lock)->wait_lock
[ 1741.726672]  f_waker-2070    1d..h111 1740856789us : local_timer_entry: vector=239
[ 1741.726689]  f_waker-2070    1d..h211 1740856791us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.726706]  f_waker-2070    1d..h211 1740856792us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.726723]  f_waker-2070    1d..h211 1740856793us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.726740]  f_waker-2070    1d..h211 1740856795us : hrtimer_cancel: hrtimer=ffffc90004f7be30
[ 1741.726757]  f_waker-2070    1d..h211 1740856796us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.726777]  f_waker-2070    1d..h111 1740856797us : hrtimer_expire_entry: hrtimer=ffffc90004f7be30 function=hrtimer_wakeup now=1740419436451
[ 1741.726795]  f_waker-2070    1d..h211 1740856799us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.726813]  f_waker-2070    1d..h211 1740856800us : sched_waking: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.726830]  f_waker-2070    1d..h311 1740856801us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.726848]  f_waker-2070    1dN.h311 1740856805us : sched_wakeup: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.726865]  f_waker-2070    1dN.h311 1740856807us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.726881]  f_waker-2070    1dN.h211 1740856808us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.726898]  f_waker-2070    1dN.h111 1740856809us : hrtimer_expire_exit: hrtimer=ffffc90004f7be30
[ 1741.726916]  f_waker-2070    1dN.h211 1740856810us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.726932]  f_waker-2070    1dN.h211 1740856812us : hrtimer_cancel: hrtimer=ffffc90004f83e30
[ 1741.726949]  f_waker-2070    1dN.h211 1740856813us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.726969]  f_waker-2070    1dN.h111 1740856814us : hrtimer_expire_entry: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup now=1740419436451
[ 1741.726987]  f_waker-2070    1dN.h211 1740856815us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.727005]  f_waker-2070    1dN.h211 1740856816us : sched_waking: comm=f_boosted pid=2073 prio=120 target_cpu=001
[ 1741.727022]  f_waker-2070    1dN.h211 1740856817us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.727039]  f_waker-2070    1dN.h211 1740856820us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.727056]  f_waker-2070    1dN.h311 1740856821us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.727074]  f_waker-2070    1dN.h311 1740856823us : sched_stat_runtime: comm=f_waker pid=2070 runtime=164838 [ns] vruntime=26864637665 [ns]
[ 1741.727092]  f_waker-2070    1dN.h311 1740856824us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.727109]  f_waker-2070    1dN.h311 1740856826us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.727126]  f_waker-2070    1dN.h311 1740856829us : sched_wakeup: comm=f_boosted pid=2073 prio=120 target_cpu=001
[ 1741.727143]  f_waker-2070    1dN.h311 1740856830us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.727160]  f_waker-2070    1dN.h211 1740856831us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.727177]  f_waker-2070    1dN.h111 1740856832us : hrtimer_expire_exit: hrtimer=ffffc90004f83e30
[ 1741.727195]  f_waker-2070    1dN.h211 1740856833us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.727212]  f_waker-2070    1dN.h211 1740856835us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.727229]  f_waker-2070    1dN.h111 1740856836us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.727246]  f_waker-2070    1dN.h111 1740856837us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.727263]  f_waker-2070    1dN.h111 1740856838us : write_msr: 6e0, value 223507b729e
[ 1741.727280]  f_waker-2070    1dN.h111 1740856840us : local_timer_exit: vector=239
[ 1741.727297]  f_waker-2070    1dN..211 1740856842us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.727315]  f_waker-2070    1dN..211 1740856843us : sched_waking: comm=f_waiter pid=2071 prio=120 target_cpu=001
[ 1741.727332]  f_waker-2070    1dN..311 1740856844us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.727350]  f_waker-2070    1dN..311 1740856847us : sched_stat_runtime: comm=f_waker pid=2070 runtime=23931 [ns] vruntime=26864661596 [ns]
[ 1741.727367]  f_waker-2070    1dN..311 1740856848us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.727384]  f_waker-2070    1dN..311 1740856850us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.727402]  f_waker-2070    1dN..311 1740856852us : sched_wakeup: comm=f_waiter pid=2071 prio=120 target_cpu=001
[ 1741.727419]  f_waker-2070    1dN..311 1740856853us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.727436]  f_waker-2070    1dN..211 1740856854us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.727452]  f_waker-2070    1dN..111 1740856856us : rcu_utilization: Start context switch
[ 1741.727469]  f_waker-2070    1dN..111 1740856857us : rcu_utilization: End context switch
[ 1741.727486]  f_waker-2070    1dN..211 1740856859us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.727506]  f_waker-2070    1d...211 1740856863us : sched_switch: prev_comm=f_waker prev_pid=2070 prev_prio=120 prev_state=R+ ==> next_comm=f_rt next_pid=2072 next_prio=92
[ 1741.727523]  f_waker-2070    1d...211 1740856864us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.727542]  f_waker-2070    1d...211 1740856866us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e37d40 fpregs_active: 0 fpstate_active: 1 xfeatures: b5162822006b xcomp_bv: 81701010106
[ 1741.727562]  f_waker-2070    1d...211 1740856867us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: 712e617461645f78 xcomp_bv: 695b297365756575
[ 1741.727581]  f_waker-2070    1d...211 1740856868us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: 2628000000000817 xcomp_bv: 819cab07636f6c00
[ 1741.727598]  f_waker-2070    1d...211 1740856869us : write_msr: c0000100, value 7fd1a68fb700
[ 1741.727615]     f_rt-2072    1d...2.. 1740856870us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.727632]     f_rt-2072    1d...2.. 1740856872us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.727648]     f_rt-2072    1d..h1.. 1740856874us : local_timer_entry: vector=239
[ 1741.727665]     f_rt-2072    1d..h2.. 1740856875us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.727682]     f_rt-2072    1d..h2.. 1740856876us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.727699]     f_rt-2072    1d..h2.. 1740856877us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.727715]     f_rt-2072    1d..h2.. 1740856879us : hrtimer_cancel: hrtimer=ffffc90004f73c40
[ 1741.727732]     f_rt-2072    1d..h2.. 1740856880us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.727752]     f_rt-2072    1d..h1.. 1740856881us : hrtimer_expire_entry: hrtimer=ffffc90004f73c40 function=hrtimer_wakeup now=1740419520556
[ 1741.727769]     f_rt-2072    1d..h2.. 1740856882us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.727785]     f_rt-2072    1d..h2.. 1740856884us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.727802]     f_rt-2072    1d..h1.. 1740856885us : hrtimer_expire_exit: hrtimer=ffffc90004f73c40
[ 1741.727819]     f_rt-2072    1d..h2.. 1740856885us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.727835]     f_rt-2072    1d..h2.. 1740856887us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.727852]     f_rt-2072    1d..h1.. 1740856888us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.727869]     f_rt-2072    1d..h1.. 1740856889us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.727885]     f_rt-2072    1d..h1.. 1740856890us : write_msr: 6e0, value 22350858490
[ 1741.727902]     f_rt-2072    1d..h1.. 1740856891us : local_timer_exit: vector=239
[ 1741.727918]     f_rt-2072    1....... 1740856894us : sys_exit: NR 230 = 0
[ 1741.727934]     f_rt-2072    1....1.. 1740856895us : sys_clock_nanosleep -> 0x0
[ 1741.727951]   <idle>-0       0d...1.. 1740857359us : cpu_idle: state=4294967295 cpu_id=0
[ 1741.727967]     f_rt-2072    1d..h... 1740857360us : local_timer_entry: vector=239
[ 1741.727984]     f_rt-2072    1d..h1.. 1740857361us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.728001]   <idle>-0       0d..h1.. 1740857362us : lock_acquire: ffffffff81c62740 read rcu_read_lock
